sentence,emotion,predicted_emotion
"""Hindi ko alam,"" sabi niya at nakita ko ang kalungkutan sa mga mata niya. ""Noong mga nakaraang buwan, inaalala ko ang ilang hindi pamilyar na alaala.""",sadness,sadness
"""Makikinig ako,"" sabi ko sa kanya. Napatingin siya sa akin at saglit siyang ngumiti.",joy,joy
"""Ngunit ang pag-alala ay kasing sakit ng paglimot.""",sadness,sadness
"""May bumuhat sa akin. Ang buong katawan niya ay dumudugo at naririnig ko ang sarili kong umiiyak. Nakita ko ang mukha ng Presidente. Ang lalaking humahawak sa akin ay may sinasabi sa kanya . . ."" Biglang naputol ang pagsasalita niya at nakita kong tumutulo na ang luha niya. Hindi ko alam kung bakit pero nararamdaman ko ang sakit niya na parang nandoon din ako. Hindi ko namalayan na umiiyak na rin pala ako.",sadness,sadness
"""Pagkatapos, nakita ko ang isang babae na malapit nang mamatay."" Napatigil ako nung marinig iyon. Halos lumubog ang puso ko dahil alam ko kung sino ang tinutukoy niya. ""Hindi ko maalala lahat ng sinabi niya ngunit namatay siyang nakangiti.",sadness,sadness
Ang paligid ay napuno ng iyak niya.,sadness,sadness
"""Hindi po ako makatulog."" Awtomatikong tumulo ang luha ko pagkasabi ko noon at agad kong tinago ang mukha ko sa saklob ng kapa na suot ko pero naramdaman ko ang kamay niya sa ulo ko.",sadness,sadness
"""Hindi mo kailangan itago ang mga luha mo."" Napatingin ako sa kanya at nakita kong tahimik lang siyang lumuluha habang nakatingin sa puntod ni Mama.",sadness,sadness
Naramdaman ko ang sakit sa bawat salitang binitiwan ni Papa kaya hinigpitan ko ang yakap ko sa kanya. Napangiti ako nung narinig kong ginawa rin 'to ni Mama sa kanya pero nasaktan pa rin ako dahil doon.,sadness,sadness
Ayan na naman ang malungkot niyang ngiti.,sadness,sadness
"Pero ang totoo, natatakot akong matulog dahil parang mapapanaginipan ko lahat ng nalaman ko kay Mama.",fear,fear
Nakaramdam ako ng pagbara sa lalamunan noong narinig ko 'yon mula sa kaniya.,sadness,fear
Tinatapik-tapik ni Papa ang balikat ko at gumaan ang pakiramdam ko. Pakiramdam ko ay bata ulit akong pinapatulog kaya naman napangiti ako.,joy,joy
"""Ikaw at ang nakakainis mong sixth sense. Ubos na nga!""",anger,anger
"""Hello ulit,"" masayang bati ni Gemma sa amin.",joy,joy
"""Hindi pa rin matatag pero unti-unti tayong bumabawi. Salamat sa inyong lahat.""",joy,joy
"""Gusto ko lang ipagdiwang ang ating tagumpay, at syempre, ang katapusan ng ating kasunduan.""",joy,joy
Pagkasabi niya nun ay nagkaroon ng tensyon sa silid at napatingin ako kina Hiro.,fear,fear
"""Wow. Magandang punto 'yan pero para kang isang humdrum na politiko."" Nagtawanan naman silang lahat nung sinabi 'yun ni Nel kaya medyo nahiya ako pero napangiti pa rin ako dahil mukhang nag-agree sila sa akin.",joy,joy
"""Wow. Salamat, Darwin. Gagamitin ko 'to.""",joy,joy
Masaya ako na hindi kami nauwi sa ganoon. Nasa tabi ko pa rin siya.,joy,joy
"""Salamat,"" rinig ko sa isip ko. ""Rainie.""",joy,joy
"""Nandito na ulit ako, Vince,"" bulong ko habang hinahaplos ang puntod niya.",sadness,sadness
Minumulto pa rin ako ng kamatayan niya at binibigyan ako nito ng mga bangungot.,sadness,sadness
Tuwing gabi ay pinipilit kong isipin na panaginip lang ang lahat at buhay pa rin siya. Nandito pa rin siya at hinihintay niya ang pagbabalik ko pero lalo lang akong nasasaktan.,sadness,sadness
Ni hindi man lang kami nakapagpaalam nang maayos sa isa't isa. Ni hindi ko man lang siya nayakap. Hindi ko man lang nasabi sa kanya lahat ng gusto kong sabihin.,sadness,sadness
"Pagtingin ko, lumapit siya sa puntod nina Akira at Mayu. Naglagay siya ng mga bulaklak sa harap ng mga puntod nila at nagdasal.",sadness,sadness
Natapos ang digmaan tatlong araw ang nakalipas at ang Tantei High ay nagluluksa pa rin sa mga Senshin na nawalan ng buhay. May madadagdagan na namang mga puntod dito.,sadness,sadness
"""Hindi ako makapaniwalang dito pa tayo magkikita-kita,"" sabi ni Michiko at nakita kong tumulo ang luha niya. May naramdaman akong presensya sa likuran at pagtingin ko, nandoon na rin si Hideo. Nakatalikod siya sa amin at nakatingin lang sa langit.",sadness,sadness
Habang nandito kami ngayon ay muli na naman akong nilalamon ng katotohanan na tatlo na lang kaming natira . . . na ang mga kaibigan namin ay wala na.,sadness,sadness
"""Kahit na maraming bagay na ang nangyari, masaya ako na kasama ko pa rin kayong dalawa,"" sabi ko habang pinipiligang tumulo ang luha ko. ""Kaya parang awa niyo na . . . wag na wag rin kayong mamamatay sa piling ko.""",sadness,sadness
Ang pagbabalik ko rito habang kasama sila ay mas nagpalinaw ng mga alalang iyon. Kung kaya ko lang ibalik ang oras na masaya kami . . . Kung kaya ko lang patigilin muli ang oras . . .,sadness,sadness
Nandito ako ngayon sa bago naming tirahan ni Nathan sa Teacher's Village at natutuwa ako dahil pinipilit niyang maging komportable ang paligid sa pagitan namin.,joy,joy
"Ngunit pagkatapos kong basahin ang mga nasa isip niya, nalungkot at nasaktan ako dahil nagsisimula na siyang maalala ang digmaan labinlimang taon ang nakalipas noong siya ay isang taong gulang pa lamang. Maaaring hindi niya namamalayan na tinutulak niya ang mga ito palayo sa dulo ng isip niya ngunit ang ikalawang digmaan ang naging dahilan para maalala niya ulit ito.",sadness,sadness
Nagulat naman ako nung biglang may tumulong luha sa mga mata niya at parang bumagsak ang puso ko nung nakita ko 'yun.,sadness,sadness
Niyakap ko ang anak ko dahil alam kong sinisisi niya rin ang sarili niya sa nangyari. Bakit sa ganito pang paraan niya maaalala ang tatay niya?,sadness,sadness
"""Pinili niyang protektahan ka. Ginawa niya ang lahat para iligtas ang ating kinabukasan, kaya sa halip na humingi ng tawad, magpasalamat ka sa iyong ama. Magagawa mo ba 'yan para sa akin, Nathan?""",sadness,sadness
Tumulo ang mga luha ko habang inaalala ko ang mga masasaya naming alala at ang miserable ng pakiramdam ko dahil patuloy na bumabalik ang lahat ng mga alalang iyon . . . ngunit hindi kailanman ay siya. At hindi magiging siya.,sadness,sadness
"""Hi Mitsuo! Maligayang pagdating sa pamilyang Atama!"" masayang sabi ni Akira.",joy,joy
Nagulat naman kami nung sinimangutan lang kami ni Mitsuo at pumunta siya sa bandang gilid. Nagkatinginan lang kami nina Michiko at nakita kong nadismaya sila.,sadness,sadness
Napatingin naman ako doon kay Mitsuo at halos magkasalubong na ang kilay niya. Ang bastos naman ng lalaking ito.,anger,neutral
"""Yung isang miyembro. 'Yung babae,"" sabay ngiti niya nang nakakaloko.",joy,joy
"""Success! Nagulat ko siya!"" masayang sabi ni Akira.",joy,joy
"""Pfft. Hahaha! Labanan ba 'to ng ekspresyon ng mukha? Ikaw, walang ekspresyon,"" sabay turo ni Michiko kay Hideo. ""Ito namang si Mitsuo parang laging galit!""",joy,joy
"""Tss. Gusto ko nang umalis agad sa lugar na 'to. Bakit kailangan kong makasama ang mga tao na 'to? Sisipain ko ang matandang 'yon pagbalik ko.""",anger,fear
"""Sikat talaga tayo,"" sabay tawa ni Michiko dahil nga maraming nakatingin sa amin.",joy,joy
"""Hindi ba, Hiroshi? Paglaki mo, ikaw naman ang titignan. Kaya kailangan pogi ka. At huwag na huwag kang tutulad kay Hideo o dito sa Mitsuo na 'to. Walang ekspresyon ang mukha nila.""",joy,joy
Napangiti naman ako nung sinabi niya 'yun at natawa si Akira nung tumango si Hiroshi pagkatapos non. Hindi ko tuloy alam kung seryoso bang sagot 'yun ni Hiroshi o pinagtitripan niya lang kami.,joy,joy
"Kahit ba bata, hindi niya rin papansinin? Okay, puno na ako sa kabastusan niya.",anger,anger
"""Hey,"" sabay hampas ko sa likod niya at narinig ko pa ang pagsingap nina Akira, Michiko at Akemi. Maski ako nagulat dahil masyado yatang napalakas ang pagpalo ko. ""Tinatawag ka ng bata.""",anger,anger
"""Tsk!"" Tinignan niya ako nang masama at muntik na akong mapaatras pero hindi ako nagpatinag.",anger,anger
"""Umaangal ka na ba ngayon?""",anger,anger
"""H-hindi, sir.""",fear,fear
"""Mabuting bata, Vince,"" sabay tawa nung matanda na parang nang-aasar.",joy,joy
"""Damn you, old fart, pinagtitripan mo ba ako?!""",anger,anger
"""Damn! May mas malala pa pala kay Hideo sa pag-alaga ng bata! Hahaha!""",joy,joy
Kahit ayaw ko ay natawa na rin ako dahil sa itsura niya na halos kapareho nung ekspresyon niya nung iniwan siya nung matandang lalaki kasama ang isang bata sa bahay nila.,joy,joy
"""Kung gayon, hindi naman pala masamang maging mausisa.""",joy,joy
"""Teka,"" sabay hawak ko sa balikat niya. ""Huwag mo siyang hawakan."" Tumingin ako kay Michiko at kumuha kaagad siya ng guwantes.",fear,fear
"""Huh? Baliw ka ba? Kailangan mong baligtarin 'tong katawan para makita mo 'yun! Makikita tayo ng mga pulis na humdrum! Baka bigla na lang tayong paalisin dito dahil ginalaw natin 'to,"" pabulong na sabi ni Michiko sa kanya.",fear,fear
"""Ugh! Ang kulit!""",anger,anger
"""Whoa! Akala ko 'di tayo aabot!"" sabi ni Michiko.",fear,fear
"""Muntik na akong mamatay sa sobrang kaba!"" dagdag ni Akira.",fear,fear
Wow. Makakatulong agad iyon pero nakakalungkot nang konti. Makakalimutan niya rin ba ang mga tao pagkatapos ng mahabang panahon? Mawawala ba ang kaniyang alaala?,sadness,sadness
Nagising ako habang hinihingal at pawis na pawis. Katulad na bangungot na naman. Damn. Hindi epektibo ang binigay na gamot ni Dr. Miwako.,anger,anger
Lumapit ako sa kanya at tinapik ko ang balikat niya pero mukhang napalakas kaya tumingin siya nang masama sa akin. Nung nakita niya ako ay bumalik sa galit na ekspresyon ang mukha niya.,anger,anger
Nagulat ako nung bigla niya akong hinigit sa bewang at tinakpan niya ang bibig ko. Nagtago kami sa likod ng puno at ramdam ko ang paghinga niya sa tenga ko. Papalag na sana ako pero bigla siyang bumulong sa akin.,fear,fear
Bigla ko namang narinig ang boses nina Sir Kyo at Sir Tora habang naglalakad kaya nataranta ako. Hindi nila mapapalamas ang ganitong uri ng paglabag sa patakaran.,fear,fear
Tumayo muna ako para kumuha ng papel at panulat para sa aming dalawa. Hindi ko rin napigilan ang pagngiti ko. Hindi ako makapaniwala na nasasabik ako dito. Nakakakabog-damdamin talaga kapag may inaaral kang bago.,joy,joy
"""Kahit naman hampasin ko siya ng tubo, wala pa ring ekspresyon 'yung mukha niya,"" sabi ko naman at biglang tumawa si Akira nang malakas.",joy,neutral
Bigla namang lumingon sa akin si Akemi at ngumiti nang nakakaloko.,joy,joy
"""Oo nga! Wow, minsan ko lang makita ang mga miyembro nila.""",joy,joy
"""Mukha kang may kumpiyansa at kalkulado sa panlabas pero ang totoo, kinakabahan ka at hindi kampante sa sarili mo.""",sadness,sadness
"""Sir Eiichi!"" tumili ako at nginitian niya lang ako.",joy,joy
Lampas doon ay ang mga mababangis at masasamang nilalang na libreng nakakagala para magsilbing proteksyon namin mula sa mga hindi imbitadong bisita. Ngunit hindi kami kabilang sa hindi nila aatakihin.,fear,fear
"Walang anumang babala, isang halimaw ang biglang sumugod sa akin.",fear,fear
Agad akong tumalon papunta sa mga sanga ng puno sa tabi ko at sumalpok nang diretso ang ulo ng nilalang sa puno. Nayanig nang matindi ang puno at muntik na akong mahulog diretso sa halimaw.,fear,fear
"Ang mababang ungol nito ay nagpatayo ng balahibo ko at nang lumiwanag ang paligid dahil sa liwanag ng buwan, namilipit ang sikmura ko dahil sa nakakakilabot na itsura ng nilalang na ito.",fear,fear
"Hindi na ako nakapagsalita dahil umalog na naman nang malakas ang puno. Sabi ko ay hindi na ako titingin sa baba pero nang nakita ko ulit ang itsura niya, nakaramdam ako ng takot.",fear,fear
"May malapad at mahabang balat, mukha itong baboy-ramo pero kasing laki ng leon. Ang panga at mga ngipin nito ay parang sa pating habang ang katawan ay nababalot ng matutulis na balahibo. Nakaramdam ako ng hilo sa pagtitig dito ng ilang segundo at nagsimulang lamunin ng takot ang aking mga pandama.",fear,fear
"Akala ko sapat na ang isang halimaw para takutin ako nang husto, dalawa . . . tatlo . . . anim . . . anim pa ang lumitaw at pinalibutan kami. Binalot ang isipan at katawan ko ng nginig at takot.",fear,fear
"""Shit, sabi nang tumigil ka!"" sigaw ni Mitsuo at lumuhod siya para makita ko siya. ""Naamoy ng mga nilalang na 'to ang takot at naaakit sila rito. Kung ayaw mong mas dumami pa ang lumapit, kumalma ka!""",anger,anger
Pagkarinig ko nun ay lalong bumilis ang tibok ng puso ko pero bago pa madagdagan ang nararamdaman kong takot ay sinubukan kong kalmahin ang sarili ko.,fear,fear
"""Pahawak saglit,"" hinga ko. ""Pakiusap."" Nanatili akong tahimik ngunit pagkatapos ng ilang segundo, gumalaw siya at inilagay ang kanyang likod sa harap ko.",fear,fear
"""Siya?"" May panunuksong ngiti ang lumabas sa kaniyang labi.",joy,joy
Natakot ako noong marinig ang Council of Elders. Sila ay isang grupo ng mga tagapayo at tagapangalaga na tumutulong sa mga pinuno sa kanilang mga desisyon at batas.,fear,fear
"Ang kanilang katapatan sa tribo ay ganap, ngunit iyon din ang dahilan kung bakit sila ay itinuturing walang puso.",fear,sadness
"Gagawin nila ang lahat upang protektahan ang mga Senshin at ang lugar na ito, kahit na nagdudulot ito ng panganib at banta sa iba.",fear,fear
Binawi ni Sir Kyo ang maikling patalim niya at kita naman sa mukha ni Mitsuo ang inis.,anger,anger
"""Ngunit hindi ako isang tao na maaari mong sundan ng walang ingat,"" sabi niya nang may seryosong tono at ramdam ko ang mga kilabot sa aking katawan. Ang unang pumasok sa isip ko ay ang tumakas, ngunit ayokong mapagkamalang duwag. Hindi sa harapan niya.",fear,fear
"Nakikita ko ang isang malawak at disyertong bukirin, na may mga uwak at buwitre na lumilipad sa paligid nito. Pula ang langit dahil sa paglubog ng araw at pinatindi nito ang nakakatakot na paligid. Naririnig ko rin ang mga boses, ang ilan sa kanila ay galit at ang iba naman ay umiiyak nang buong puso. Nakatayo sa gitna ng bukirin ang isang matandang lalaki na hawak ang kanyang sandata—isang bardiche.",fear,fear
"Sa sandaling ito, ako naman ang nagbago ang ekspresyon. Matatanggap ko pa kung sinabi niyang kakaiba o matapang pero ang sabihing tanga ako? Wow. May lakas ng loob ang lalaking ito.",anger,anger
"""Hey."" Humakbang ako palapit at sinampal siya nang malakas. ""Tawagin mo na ako ng kahit ano pero hindi ako tanga."" Pagkatapos kong kunin ang pamaypay sa tabi ko, itinuro ko ito sa kaniya. ""Tandaan mo 'yon at sana hindi iyon maalis sa mga alaala mo.""",anger,anger
"Pareho kaming natahimik pagkatapos noon. Hindi ko alam ang nangyari pero pagkatapos ng ilang mga segundo, ngumiti kami sa isa't isa. Sa oras na ito, alam kong may nagbago sa pagitan namin.",joy,joy
"""Salamat, Naomi,"" sabi niya. ""May utang ako sa'yo.""",joy,joy
"""Mmm."" Tumango siya sa akin pero naiiyak na siya.",sadness,sadness
"""Gusto mo ba ng sorbetes?"" tanong ko para makabawi at biglang nagliwanag ang mukha niya kaya napangiti ako.",joy,joy
Awtomatikong gumalaw ang paa ko at sinipa ko siya sa ilalim ng mesa. Nakaramdam siya ng sakit pero napangiwi na lang siya at sinamaan ako ng tingin.,anger,anger
"""Sabi ko sa'yo wag mo kong tawaging tanga. Palamigin mo munas ang ulo mo at samahan mo siya."" Pagkatapos kong sabihin 'yon ay nagmartsa ako palabas.",anger,anger
"""Nakakainis siya. Tinatawag niya akong tanga at nakakatawa. Sino ba siya? Bwisit siya.""",anger,anger
"Well, nakakapikon ang lalaking iyon. Nakakainis siya.",anger,anger
"""Tapos—hahahaha! Sabi sa kanya ni Mitsuo, ""pakiusap wag mo na akong hampasin"" tapos natulala lang si Naomi kanina at napasagot siya ng ""okay"" My gosh kung nakita mo lang 'yung itsura nila kanina! Nakakatawa talaga!""",joy,joy
"Kahit na inasar niya ako nang walang tigil kanina, napangiti ako nang makita ko ang maamo niyang mukha. Ang pagkikita nila ni Koharu pagkatapos ng mahabang panahon ay tila labis na nagpasiya sa kanya.",joy,joy
"Nasa ika-13 na pahina na ako nang mabasa ko ang bahaging iyon, at namangha ako dahil ang mga kemikal na iyon ay maaaring magdulot ng emosyon na tinatawag na pag-ibig. Nakakatuwa ang bahagi tungkol sa agham pero mas sabik akong basahin ang sikolohikal na pagpapaliwanag nito.",joy,joy
"""Mapanganib ang pag-ibig, at kasunod lang nito ang kamatayan.""",fear,fear
"""Matagal na rin simula nung seryoso akong nakipaglaban,"" mahinang sabi ni Mitsuo. ""Oras na para wasakin ang mga kalaban.""",joy,joy
My knees gave up on me as I feel the pain coursing through my leg. Bumigay ang mga tuhod ko at naramdaman ko ang sakit na bumabalot sa binti ko. Nataranta ako dahil baka makita itong oportunidad ni Haruka para umatake pero mas pinili niyang tumakbo sa direksyon ng kasama niya.,fear,fear
"""Pasensya! Hindi ko sinasadya. Dahil sa hangin, nagbago 'yung direksyon ng target.""",fear,fear
"""Pfft. Nakakatawa 'yung itsura niyo,"" dagdag pa ni Akira.",joy,joy
"""Pakiramdam ko ay responsable ako sa kung anong nangyari."" Napatigil naman ako no'ng narinig ko 'yon kay Mitsuo.",sadness,sadness
"""Pero kung naging mas mabilis ako sa kilos ko, sana hindi kayo nandito. Nandoon ako pero hindi ko man lang kayo naprotektahang dalawa. Lalaki ako pero hinayaan kong masaktan ang dalawang babae sa harap ko.""",sadness,sadness
"""Hindi ko siya inaasahag maging maginoo. Ang tumatak na impresyon ko sa kanya ay maiksi ang pasensya at walang emosyon pero ngayon ay nasaksihan ko ang pagiging maalaga niya. Wow.""",joy,joy
"""Baka nga maling desisyon ang pagpunta dito. Damn it, old fart. Kasalanan mo tong lahat.""",anger,anger
"""Narinig mo pala, huh?"" kalmado niyang pagkakasabi at ang tono niya ay nakakatindig-balahibo.",fear,fear
Lumayo siya sa akin at kinabahan ako sa pagsigaw niya. Ramdam na ramdam ko ang galit niya at alam kong sumobra na ako.,fear,fear
"""Layuan mo ako,"" malamig niyang sabi at saka nagmartsa papunta sa pintuan.",anger,anger
"""P-paumanhin!"" biglang sigaw ng lalaki at bigla siyang lumuhod kaya napatayo ako.",fear,fear
"""Salamat,"" sinabi ko at nginitian siya pabalik.",joy,joy
"""Anong ginagawa mo?!"" sigaw niya pero hindi ko siya pinansin at tinulak ko siya paupo sa bangko. Gaya ng dati, sinamaan lang niya ako ng tingin at tinaasan ng kilay.",anger,anger
